Binomial,Area,FID_2,TID,Group,Value,area2
Nannoscincus slevini,711.612078,"6580",R07986,lizard,"1",711.606
Narudasia festiva,253479.937487,"6581",R04612,lizard,"1",253466.252
Natriciteres bipostocularis,735652.927873,"6582",R06432,snake,"1",735710.715
Natriciteres fuliginoides,4231442.456575,"6583",R06433,snake,"1",4231802.176
Natriciteres olivacea,14569352.596941,"6584",R06434,snake,"1",14569549.001
Natriciteres sylvatica,385529.895018,"6585",R06435,snake,"1",385534.885
Natriciteres variegata,4115269.936475,"6586",R06436,snake,"1",4115939.714
Natrix maura,2006489.766472,"6587",R06437,snake,"1",2006380.632
Naultinus elegans,91943.261190,"6590",R02516,lizard,"1",91942.450
Naultinus gemmeus,67002.065868,"6591",R02517,lizard,"1",67002.127
Naultinus grayii,4076.966649,"6592",R02518,lizard,"1",4077.584
Naultinus manukanus,12984.661778,"6593",R02519,lizard,"1",12984.593
Naultinus punctatus,56284.999438,"6594",R02520,lizard,"1",56280.179
Naultinus rudis,7463.737401,"6595",R02521,lizard,"1",7463.760
Naultinus stellatus,12018.655620,"6596",R02522,lizard,"1",12018.996
Naultinus tuberculatus,8074.513924,"6597",R02523,lizard,"1",8074.642
Nebulifera robusta,592069.227685,"6598",R02524,lizard,"1",592067.761
Nephrurus amyae,115679.963572,"6599",R00841,lizard,"1",115679.494
Nephrurus asper,885551.627602,"6600",R00842,lizard,"1",885557.056
Nephrurus deleani,18964.034022,"6601",R00843,lizard,"1",18964.427
Nephrurus laevissimus,1492180.698620,"6602",R00844,lizard,"1",1492162.304
Nephrurus levis,4143132.201926,"6603",R00845,lizard,"1",4143123.318
Nephrurus sheai,396323.248854,"6604",R00846,lizard,"1",396326.122
Nephrurus stellatus,542792.688212,"6605",R00847,lizard,"1",542776.950
Nephrurus vertebralis,819407.548531,"6606",R00848,lizard,"1",819404.840
Nephrurus wheeleri,765892.638222,"6607",R00849,lizard,"1",765904.723
Nerodia clarkii,67751.204810,"6608",R06440,snake,"1",67618.279
Nerodia cyclopion,263278.527098,"6609",R06441,snake,"1",263278.911
Nerodia erythrogaster,1861120.079661,"6610",R06442,snake,"1",1861119.899
Nerodia fasciata,854227.099413,"6611",R06443,snake,"1",854227.097
Nerodia floridana,173131.888109,"6612",R06444,snake,"1",173131.917
Nerodia harteri,6523.811168,"6613",R06445,snake,"1",6523.811
Nerodia paucimaculata,23834.823169,"6614",R06446,snake,"1",23836.134
Nerodia rhombifer,1489012.773330,"6615",R06447,snake,"1",1489002.926
Nerodia sipedon,2826267.846394,"6616",R06448,snake,"1",2826268.118
Nerodia taxispilota,426412.313403,"6617",R06449,snake,"1",426412.477
Nessia bipes,715.716670,"6618",R07987,lizard,"1",715.717
Nessia burtonii,11700.768224,"6619",R07988,lizard,"1",11700.789
Nessia deraniyagalai,9.996281,"6620",R07989,lizard,"1",9.996
Nessia didactyla,25547.964291,"6621",R07990,lizard,"1",25548.586
Nessia hickanala,19.992561,"6622",R07991,lizard,"1",19.993
Nessia layardi,4023.934510,"6623",R07992,lizard,"1",4023.936
Nessia monodactyla,13848.956103,"6624",R07993,lizard,"1",13848.970
Nessia sarasinorum,21084.029084,"6625",R07994,lizard,"1",21084.029
Neusticurus bicarinatus,4258992.843130,"6626",R05027,lizard,"1",4258998.472
Neusticurus medemi,3316.260460,"6627",R05028,lizard,"1",3316.261
Neusticurus racenisi,303649.304479,"6628",R05029,lizard,"1",303704.057
Neusticurus rudis,356080.976630,"6629",R05030,lizard,"1",356081.043
Neusticurus tatei,317552.548741,"6630",R05031,lizard,"1",317553.835
Nilssonia formosa,237861.866672,"6631",R10231,turtle,"1",237883.484
Nilssonia gangetica,2249399.912800,"6632",R10232,turtle,"1",2249473.058
Nilssonia hurum,1022190.537265,"6633",R10233,turtle,"1",1022049.309
Nilssonia leithii,1292824.071446,"6634",R10234,turtle,"1",1292965.819
Ninia atrata,126100.125410,"6636",R03115,snake,"1",126099.982
Ninia celata,6492.275169,"6637",R03116,snake,"1",6500.729
Ninia diademata,152154.155427,"6638",R03117,snake,"1",152139.878
Ninia espinali,8593.646844,"6639",R03118,snake,"1",8593.557
Ninia franciscoi,9.996281,"6640",R03119,snake,"1",9.996
Ninia hudsoni,2212555.439752,"6641",R03120,snake,"1",2212563.405
Ninia maculata,101263.664047,"6642",R03121,snake,"1",101264.163
Ninia pavimentata,10833.979920,"6643",R03122,snake,"1",10833.949
Ninia psephota,12520.390716,"6644",R03123,snake,"1",12520.565
Ninia sebae,633612.099478,"6645",R03124,snake,"1",633602.025
Ninurta coeruleopunctatus,16609.442447,"6646",R01951,lizard,"1",16608.772
Niveoscincus coventryi,174081.136415,"6647",R07995,lizard,"1",174081.476
Niveoscincus greeni,18295.970592,"6648",R07996,lizard,"1",18296.610
Niveoscincus metallicus,92427.234714,"6649",R07997,lizard,"1",92426.339
Niveoscincus microlepidotus,25229.768136,"6650",R07998,lizard,"1",25229.092
Niveoscincus ocellatus,56354.858295,"6651",R07999,lizard,"1",56356.429
Niveoscincus orocryptus,4452.124214,"6652",R08000,lizard,"1",4452.289
Niveoscincus palfreymani,9.996281,"6653",R08001,lizard,"1",9.996
Niveoscincus pretiosus,55027.454609,"6654",R08002,lizard,"1",55029.620
Notechis scutatus,831127.257415,"6655",R03660,snake,"1",830993.574
Nothobachia ablephara,56113.838841,"6656",R05032,lizard,"1",56113.839
Nothopsis rugosus,355435.961645,"6657",R03125,snake,"1",355435.435
Notochelys platynota,1088478.540803,"6658",R10083,turtle,"1",1088496.799
Notomabuya frenata,6260097.423299,"6659",R08003,lizard,"1",6260115.215
Notoscincus butleri,8100.784084,"6660",R08004,lizard,"1",8100.633
Notoscincus ornatus,2796839.737666,"6661",R08005,lizard,"1",2796855.261
Nucras boulengeri,626073.607826,"6662",R05451,lizard,"1",626083.345
Nucras caesicaudata,109951.440545,"6663",R05452,lizard,"1",109951.015
Nucras holubi,761866.718005,"6664",R05453,lizard,"1",761864.887
Nucras intertexta,1025497.645586,"6665",R05454,lizard,"1",1025504.133
Nucras lalandii,303661.606339,"6666",R05455,lizard,"1",303658.169
Nucras livida,135026.857455,"6667",R05456,lizard,"1",135024.561
Nucras ornata,1061794.698395,"6668",R05457,lizard,"1",1061774.230
Nucras scalaris,17122.174295,"6669",R05458,lizard,"1",17122.172
Nucras taeniolata,60548.035952,"6670",R05459,lizard,"1",60539.467
Nucras tessellata,652055.573357,"6671",R05460,lizard,"1",652059.089
Oedodera marmorata,34.409962,"6672",R02525,lizard,"1",34.410
Oedura castelnaui,320749.886347,"6673",R02526,lizard,"1",320752.753
Oedura coggeri,130225.280001,"6674",R02527,lizard,"1",130225.944
Oedura filicipoda,18996.752864,"6675",R02528,lizard,"1",18997.058
Oedura gemmata,19181.158803,"6676",R02529,lizard,"1",19181.316
Oedura gracilis,16775.973854,"6677",R02530,lizard,"1",16776.015
Oedura jowalbinna,2423.095251,"6678",R02531,lizard,"1",2423.021
Oedura marmorata,3769257.850624,"6679",R02532,lizard,"1",3769272.530
Oedura monilis,654683.901849,"6680",R02533,lizard,"1",654689.144
Oedura murrumanu,16.917440,"6681",R02534,lizard,"1",16.917
Oedura tryoni,257968.804600,"6682",R02535,lizard,"1",257970.755
Ogmodon vitianus,10747.713683,"6683",R03661,snake,"1",10747.714
Oligodon affinis,88503.689518,"6684",R01569,snake,"1",88506.065
Oligodon albocinctus,1606062.002169,"6685",R01570,snake,"1",1606077.098
Oligodon ancorus,98360.602233,"6686",R01571,snake,"1",98360.567
Oligodon annamensis,275.673599,"6687",R01572,snake,"1",275.673
Oligodon annulifer,732627.237792,"6688",R01573,snake,"1",732627.268
Oligodon arnensis,3406084.055655,"6689",R01574,snake,"1",3406484.123
Oligodon barroni,37879.161952,"6690",R01575,snake,"1",37880.906
Oligodon bitorquatus,232190.791117,"6691",R01576,snake,"1",232161.199
Oligodon booliati,143.274308,"6692",R01577,snake,"1",143.274
Oligodon brevicauda,9.996281,"6693",R01578,snake,"1",9.996
Oligodon calamarius,66196.881735,"6694",R01579,snake,"1",66196.887
Oligodon catenatus,6240.026605,"6695",R01580,snake,"1",6239.685
Oligodon cattienensis,332.152795,"6696",R01581,snake,"1",332.153
Oligodon chinensis,1552908.492685,"6697",R01582,snake,"1",1553051.135
Oligodon cinereus,3223858.084969,"6698",R01583,snake,"1",3223974.486
Oligodon cruentatus,221752.307142,"6699",R01584,snake,"1",221753.216
Oligodon cyclurus,866491.683004,"6700",R01585,snake,"1",866516.130
Oligodon deuvei,2735.408668,"6701",R01586,snake,"1",2735.409
Oligodon dorsalis,422533.010935,"6702",R01587,snake,"1",422502.452
Oligodon eberhardti,207806.802468,"6703",R01588,snake,"1",207815.124
Oligodon erythrogaster,98583.136660,"6704",R01589,snake,"1",99129.065
Oligodon erythrorhachis,19.992561,"6705",R01590,snake,"1",19.993
Oligodon everetti,97650.035996,"6706",R01591,snake,"1",97648.998
Oligodon fasciolatus,1207408.625457,"6707",R01592,snake,"1",1207339.312
Oligodon forbesi,3590.817762,"6708",R01593,snake,"1",3590.818
Oligodon formosanus,1208312.649786,"6709",R01594,snake,"1",1208812.933
Oligodon hamptoni,681.935122,"6710",R01595,snake,"1",681.935
Oligodon inornatus,19905.201617,"6711",R01596,snake,"1",19905.262
Oligodon jintakunei,9.996281,"6712",R01597,snake,"1",9.996
Oligodon joynsoni,93716.017267,"6713",R01598,snake,"1",93710.208
Oligodon juglandifer,9.996281,"6714",R01599,snake,"1",9.996
Oligodon kampucheaensis,9.996281,"6715",R01600,snake,"1",9.996
Oligodon kheriensis,19.992561,"6716",R01601,snake,"1",19.993
Oligodon lacroixi,9991.443813,"6717",R01602,snake,"1",9991.444
Oligodon lungshenensis,1402.983791,"6718",R01603,snake,"1",1402.985
Oligodon macrurus,4338.352912,"6719",R01604,snake,"1",4338.355
Oligodon maculatus,92972.450603,"6720",R01605,snake,"1",92972.510
Oligodon mcdougalli,112.997943,"6721",R01606,snake,"1",112.998
Oligodon melaneus,9.996281,"6722",R01607,snake,"1",9.996
Oligodon melanozonatus,7022.292141,"6723",R01608,snake,"1",7021.511
Oligodon meyerinkii,902.599661,"6724",R01609,snake,"1",902.600
Oligodon modestus,24604.471199,"6725",R01610,snake,"1",24604.490
Oligodon moricei,108.858698,"6726",R01611,snake,"1",108.859
Oligodon mouhoti,387266.473109,"6727",R01612,snake,"1",387294.618
Oligodon nagao,39349.845422,"6728",R01613,snake,"1",39348.873
Oligodon nikhili,9.996281,"6729",R01614,snake,"1",9.996
Oligodon notospilus,110124.180033,"6730",R01615,snake,"1",110124.174
Oligodon ocellatus,21845.852644,"6731",R01616,snake,"1",21846.905
Oligodon octolineatus,1474026.480701,"6732",R01617,snake,"1",1474026.528
Oligodon ornatus,531649.895744,"6733",R01618,snake,"1",531847.575
Oligodon perkinsi,34.326068,"6734",R01619,snake,"1",34.326
Oligodon petronellae,675.061677,"6735",R01620,snake,"1",675.061
Oligodon planiceps,93429.503048,"6736",R01621,snake,"1",93478.417
Oligodon praefrontalis,125.435993,"6737",R01622,snake,"1",125.436
Oligodon pseudotaeniatus,118409.686720,"6738",R01624,snake,"1",118411.379
Oligodon pulcherrimus,26848.726419,"6739",R01625,snake,"1",26849.400
Oligodon purpurascens,1538617.875261,"6740",R01626,snake,"1",1538620.551
Oligodon saintgironsi,133769.299100,"6741",R01627,snake,"1",133783.643
Oligodon signatus,1007023.599437,"6742",R01628,snake,"1",1007023.273
Oligodon splendidus,114756.130095,"6743",R01629,snake,"1",114756.391
Oligodon sublineatus,24975.470306,"6744",R01630,snake,"1",24975.594
Oligodon taeniatus,604275.112128,"6745",R01631,snake,"1",604244.701
Oligodon theobaldi,16035.933194,"6747",R01633,snake,"1",16015.300
Oligodon torquatus,188895.525357,"6748",R01634,snake,"1",188945.599
Oligodon travancoricus,9.996281,"6749",R01635,snake,"1",9.996
Oligodon trilineatus,31378.972467,"6750",R01636,snake,"1",31379.055
Oligodon unicolor,3574.563306,"6751",R01637,snake,"1",3574.564
Oligodon venustus,8730.869161,"6752",R01638,snake,"1",8730.873
Oligodon vertebralis,155757.973098,"6753",R01639,snake,"1",155709.560
Oligodon waandersi,22448.360530,"6754",R01640,snake,"1",22448.361
Oligodon wagneri,4058.209900,"6755",R01641,snake,"1",4058.210
Oligodon woodmasoni,212.141815,"6756",R01642,snake,"1",212.142
Oligosoma acrinasum,1731.315667,"6757",R08006,lizard,"1",1731.328
Oligosoma aeneum,106674.673872,"6758",R08007,lizard,"1",106674.715
Oligosoma alani,53.071974,"6759",R08008,lizard,"1",53.072
Oligosoma burganae,13.517572,"6760",R08009,lizard,"1",13.518
Oligosoma chloronoton,50124.267292,"6761",R08010,lizard,"1",50122.990
Oligosoma fallai,4.571679,"6762",R08011,lizard,"1",4.572
Oligosoma grande,10728.471976,"6763",R08012,lizard,"1",10728.453
Oligosoma hardyi,439.284752,"6764",R08013,lizard,"1",439.306
Oligosoma homalonotum,313.854265,"6765",R08014,lizard,"1",313.854
Oligosoma inconspicuum,42083.981878,"6766",R08015,lizard,"1",42083.782
Oligosoma infrapunctatum,53052.900463,"6767",R08016,lizard,"1",53052.877
Oligosoma judgei,2593.620598,"6768",R08017,lizard,"1",2600.264
Oligosoma levidensum,509.529472,"6769",R08018,lizard,"1",509.572
Oligosoma lichenigera,15.046450,"6770",R08019,lizard,"1",15.047
Oligosoma lineoocellatum,50085.169213,"6771",R08020,lizard,"1",50083.914
Oligosoma longipes,30550.253869,"6772",R08021,lizard,"1",30550.547
Oligosoma maccanni,29699.428644,"6773",R08022,lizard,"1",29699.427
Oligosoma macgregori,14.363001,"6774",R08023,lizard,"1",14.363
Oligosoma microlepis,7700.358229,"6775",R08024,lizard,"1",7700.544
Oligosoma moco,563.757829,"6776",R08025,lizard,"1",563.758
Oligosoma nigriplantare,72.759468,"6777",R08026,lizard,"1",72.759
Oligosoma northlandi,14.879453,"6778",R08027,lizard,"1",14.879
Oligosoma notosaurus,1726.311863,"6779",R08028,lizard,"1",1726.312
Oligosoma oliveri,24.841388,"6780",R08029,lizard,"1",24.841
Oligosoma ornatum,497.071345,"6781",R08030,lizard,"1",497.071
Oligosoma otagense,11425.880773,"6782",R08031,lizard,"1",11425.868
Oligosoma pikitanga,316.603633,"6783",R08032,lizard,"1",316.609
Oligosoma polychroma,180971.858868,"6784",R08033,lizard,"1",180968.721
Oligosoma repens,631.160916,"6785",R08034,lizard,"1",631.161
Oligosoma roimata,1.371424,"6786",R08035,lizard,"1",1.371
Oligosoma smithi,529.850717,"6787",R08036,lizard,"1",529.851
Oligosoma stenotis,892.372091,"6788",R08037,lizard,"1",892.369
Oligosoma striatum,26818.055528,"6789",R08038,lizard,"1",26818.100
Oligosoma suteri,1142.419660,"6790",R08039,lizard,"1",1142.450
Oligosoma taumakae,0.194161,"6791",R08040,lizard,"1",0.194
Oligosoma tekakahu,5.252757,"6792",R08041,lizard,"1",5.253
Oligosoma toka,433.143873,"6793",R08042,lizard,"1",433.147
Oligosoma townsi,322.907458,"6794",R08043,lizard,"1",322.908
Oligosoma waimatense,22368.695588,"6795",R08044,lizard,"1",22368.967
Oligosoma whitakeri,121.041201,"6796",R08045,lizard,"1",121.043
Oligosoma zelandicum,7336.719186,"6797",R08046,lizard,"1",7336.837
Omanosaura cyanura,23326.841959,"6798",R05461,lizard,"1",23331.089
Omanosaura jayakari,33771.333255,"6799",R05462,lizard,"1",33765.200
Omoadiphas aurula,9.996281,"6800",R03126,snake,"1",9.996
Omoadiphas cannula,9.996281,"6801",R03127,snake,"1",9.996
Omoadiphas texiguatensis,9.996281,"6802",R03128,snake,"1",9.996
Oocatochus rufodorsatus,3648614.862909,"6803",R01643,snake,"1",3647825.933
Opheodrys aestivus,2200869.928922,"6804",R01644,snake,"1",2200857.956
Opheodrys vernalis,1675183.967861,"6805",R01645,snake,"1",1675186.295
Ophidiocephalus taeniatus,91318.074873,"6806",R06943,lizard,"1",91317.855
Ophiodes fragilis,1450194.735740,"6807",R02619,lizard,"1",1450195.056
Ophiodes intermedius,984174.456364,"6808",R02620,lizard,"1",983643.973
Ophiodes luciae,9.996281,"6809",R02621,lizard,"1",9.996
Ophiodes striatus,941471.166773,"6810",R02622,lizard,"1",941470.080
Ophiodes vertebralis,229965.065236,"6811",R02623,lizard,"1",229964.733
Ophiomorus blanfordi,3241.811440,"6812",R08047,lizard,"1",3242.811
Ophiomorus latastii,27782.712350,"6815",R08050,lizard,"1",27782.790
Ophiomorus persicus,35011.724741,"6818",R08053,lizard,"1",35008.414
Ophiomorus punctatissimus,26843.464105,"6819",R08054,lizard,"1",26844.124
Ophiomorus raithmai,110810.898932,"6820",R08055,lizard,"1",110955.390
Ophiomorus streeti,870.706001,"6821",R08056,lizard,"1",870.706
Ophiophagus hannah,5525438.835448,"6823",R03662,snake,"1",5525920.795
Ophioscincus cooloolensis,27628.694942,"6824",R08058,lizard,"1",27628.762
Ophioscincus ophioscincus,63037.558800,"6825",R08059,lizard,"1",63038.020
Ophioscincus truncatus,99891.499826,"6826",R08060,lizard,"1",99891.558
Ophisaurus attenuatus,1840014.047656,"6827",R00733,lizard,"1",1840009.653
Ophisaurus ceroni,355.097900,"6828",R00734,lizard,"1",355.097
Ophisaurus compressus,140920.888403,"6829",R00735,lizard,"1",140921.634
Ophisaurus koellikeri,141405.607032,"6830",R00736,lizard,"1",141404.944
Ophisaurus mimicus,110483.360462,"6831",R00737,lizard,"1",110485.053
Ophisaurus ventralis,479829.350475,"6832",R00738,lizard,"1",479832.984
Ophisops beddomei,293246.328789,"6833",R05463,lizard,"1",293249.756
Ophisops elbaensis,102635.356749,"6834",R05464,lizard,"1",102750.734
Ophisops jerdonii,2903443.679712,"6836",R05466,lizard,"1",2903537.421
Ophisops leschenaultii,1301159.205430,"6837",R05467,lizard,"1",1301240.352
Ophisops microlepis,1022970.418660,"6838",R05468,lizard,"1",1022970.722
Ophisops minor,83285.604711,"6839",R05469,lizard,"1",83287.415
Ophisops occidentalis,376208.667190,"6840",R05470,lizard,"1",376198.935
Ophryacus undulatus,20211.041686,"6841",R09732,snake,"1",20211.271
Opisthotropis alcalai,407.178686,"6842",R06450,snake,"1",407.179
Opisthotropis andersonii,1246.826760,"6843",R06451,snake,"1",1246.832
Opisthotropis balteata,149886.141325,"6844",R06453,snake,"1",149900.852
Opisthotropis boonsongi,3656.317898,"6845",R06454,snake,"1",3656.551
Opisthotropis cheni,1748.993544,"6846",R06455,snake,"1",1748.992
Opisthotropis cucae,995.951742,"6847",R06456,snake,"1",995.955
Opisthotropis daovantieni,5583.224802,"6848",R06457,snake,"1",5583.186
Opisthotropis durandi,19.992561,"6849",R06458,snake,"1",19.993
Opisthotropis guangxiensis,4693.054739,"6850",R06459,snake,"1",4692.766
Opisthotropis jacobi,77289.748395,"6851",R06460,snake,"1",77285.892
Opisthotropis kikuzatoi,58.116502,"6852",R06461,snake,"1",58.117
Opisthotropis kuatunensis,637268.789515,"6853",R06462,snake,"1",637536.831
Opisthotropis lateralis,181197.951911,"6854",R06463,snake,"1",181269.216
Opisthotropis latouchii,1142082.263684,"6855",R06464,snake,"1",1142255.771
Opisthotropis laui,9.996281,"6856",R06465,snake,"1",9.996
Opisthotropis maculosa,6655.914595,"6857",R06466,snake,"1",6655.891
Opisthotropis maxwelli,432082.122912,"6858",R06467,snake,"1",432301.415
Opisthotropis rugosa,56201.969626,"6859",R06468,snake,"1",56205.570
Opisthotropis spenceri,5620.021738,"6860",R06469,snake,"1",5620.101
Opisthotropis tamdaoensis,579.756169,"6861",R06470,snake,"1",579.717
Opisthotropis typica,271524.134978,"6862",R06471,snake,"1",271516.690
Oplurus cuvieri,230797.420211,"6863",R06581,lizard,"1",230797.571
Oplurus cyclurus,262583.702939,"6864",R06582,lizard,"1",262583.565
Oplurus fierinensis,10072.955237,"6865",R06583,lizard,"1",10072.895
Oplurus grandidieri,18031.217617,"6866",R06584,lizard,"1",18030.564
Oplurus quadrimaculatus,122701.842523,"6867",R06585,lizard,"1",122702.935
Oplurus saxicola,73579.899365,"6868",R06586,lizard,"1",73579.946
Oreocalamus hanitschi,305616.469332,"6869",R01646,snake,"1",305594.261
Oreocryptophis porphyraceus,3620007.426053,"6870",R01647,snake,"1",3620168.275
Orientocoluber spinalis,5788515.642577,"6871",R01648,snake,"1",5794265.462
Oriocalotes paulus,30970.322364,"6872",R00349,lizard,"1",30971.369
Orlitia borneensis,683535.917039,"6873",R10084,turtle,"1",683538.986
Orosaura nebulosylvestris,19.992561,"6874",R08061,lizard,"1",19.993
