Binomial,Area,FID_2,TID,Group,Value,area
Sceloporus hunsakeri,6754.940482,8359,R06675,lizard,1,6754933674
Sceloporus insignis,8956.517407,8360,R06676,lizard,1,8956530361
Sceloporus internasalis,34507.82722,8361,R06677,lizard,1,34507986285
Sceloporus jalapae,22454.00799,8362,R06678,lizard,1,22454638837
Sceloporus jarrovii,330133.5697,8363,R06679,lizard,1,3.30138E+11
Sceloporus lemosespinali,96083.10343,8364,R06680,lizard,1,96084302843
Sceloporus licki,3873.002389,8365,R06681,lizard,1,3872989672
Sceloporus lineatulus,27.727605,8366,R06682,lizard,1,27727697.43
Sceloporus lunae,5711.371381,8367,R06683,lizard,1,5711344370
Sceloporus lundelli,126435.6529,8368,R06684,lizard,1,1.26432E+11
Sceloporus macdougalli,8909.026786,8369,R06685,lizard,1,8909215185
Sceloporus maculosus,4530.374068,8370,R06686,lizard,1,4529970062
Sceloporus magister,1251285.606,8371,R06687,lizard,1,1.25129E+12
Sceloporus malachiticus,49623.51806,8372,R06688,lizard,1,49623443819
Sceloporus megalepidurus,7255.756174,8373,R06689,lizard,1,7255754138
Sceloporus melanorhinus,127847.7307,8374,R06690,lizard,1,1.27848E+11
Sceloporus merriami,193829.3375,8375,R06691,lizard,1,1.93832E+11
Sceloporus minor,96825.20355,8376,R06692,lizard,1,96823281770
Sceloporus mucronatus,43274.67818,8377,R06693,lizard,1,43274702231
Sceloporus nelsoni,60591.02157,8378,R06694,lizard,1,60588759280
Sceloporus occidentalis,1007975.548,8379,R06695,lizard,1,1.00798E+12
Sceloporus ochoterenae,14001.65628,8380,R06696,lizard,1,14001749244
Sceloporus olivaceus,663348.1597,8381,R06697,lizard,1,6.63346E+11
Sceloporus omiltemanus,1082.274133,8382,R06698,lizard,1,1082250298
Sceloporus orcutti,99157.93898,8383,R06699,lizard,1,99157931055
Sceloporus ornatus,47627.46408,8384,R06700,lizard,1,47627290116
Sceloporus palaciosi,985.530883,8385,R06701,lizard,1,985532318.7
Sceloporus parvus,134608.6951,8386,R06702,lizard,1,1.34607E+11
Sceloporus poinsettii,767716.1607,8387,R06703,lizard,1,7.67718E+11
Sceloporus pyrocephalus,44091.45674,8388,R06704,lizard,1,44092922725
Sceloporus salvini,761.631325,8389,R06705,lizard,1,761631325.2
Sceloporus samcolemani,25506.80163,8390,R06706,lizard,1,25507140167
Sceloporus scalaris,225616.7606,8391,R06707,lizard,1,2.25622E+11
Sceloporus serrifer,253188.9015,8392,R06708,lizard,1,2.53186E+11
Sceloporus shannonorum,7702.506611,8393,R06709,lizard,1,7702506403
Sceloporus siniferus,128761.9379,8394,R06710,lizard,1,1.28765E+11
Sceloporus slevini,176881.398,8395,R06711,lizard,1,1.76882E+11
Sceloporus smaragdinus,24225.66568,8396,R06712,lizard,1,24225805176
Sceloporus smithi,17433.67261,8397,R06713,lizard,1,17433721119
Sceloporus spinosus,181485.9445,8398,R06714,lizard,1,1.81479E+11
Sceloporus squamosus,95658.02267,8399,R06715,lizard,1,95661218393
Sceloporus stejnegeri,3640.516006,8400,R06716,lizard,1,3640467677
Sceloporus subpictus,62.822991,8401,R06717,lizard,1,62822990.67
Sceloporus sugillatus,1214.522089,8402,R06718,lizard,1,1214524226
Sceloporus taeniocnemis,19108.86443,8403,R06719,lizard,1,19108881578
Sceloporus tanneri,35.399956,8404,R06720,lizard,1,35399976.39
Sceloporus teapensis,162627.2989,8405,R06721,lizard,1,1.62627E+11
Sceloporus torquatus,246425.2991,8406,R06722,lizard,1,2.46429E+11
Sceloporus tristichus,226692.6043,8407,R06723,lizard,1,2.26694E+11
Sceloporus undulatus,4245800.017,8408,R06724,lizard,1,4.24581E+12
Sceloporus uniformis,317940.8016,8409,R06725,lizard,1,3.1796E+11
Sceloporus utiformis,138907.8479,8410,R06726,lizard,1,1.38909E+11
Sceloporus variabilis,821381.4535,8411,R06727,lizard,1,8.21379E+11
Sceloporus virgatus,78813.03498,8412,R06728,lizard,1,78813039623
Sceloporus woodi,32727.62606,8413,R06729,lizard,1,32727805525
Sceloporus zosteromus,111500.5381,8414,R06730,lizard,1,1.11501E+11
Scelotes anguineus,18371.0014,8415,R08214,lizard,1,18369982026
Scelotes arenicolus,32589.44142,8416,R08215,lizard,1,32588471034
Scelotes bidigittatus,47400.37348,8417,R08217,lizard,1,47400233354
Scelotes bipes,60591.72885,8418,R08218,lizard,1,60590057793
Scelotes bourquini,10645.18852,8419,R08219,lizard,1,10645227754
Scelotes caffer,30281.16859,8420,R08220,lizard,1,30280858113
Scelotes capensis,101755.5939,8421,R08221,lizard,1,1.01754E+11
Scelotes duttoni,26.77994,8422,R08222,lizard,1,26780561.87
Scelotes fitzsimonsi,12593.30949,8423,R08223,lizard,1,12593081909
Scelotes gronovii,25114.81304,8424,R08224,lizard,1,25113965093
Scelotes guentheri,5434.063663,8425,R08225,lizard,1,5434348172
Scelotes inornatus,1961.659721,8426,R08226,lizard,1,1961470403
Scelotes insularis,139.497207,8427,R08227,lizard,1,139498904.7
Scelotes kasneri,13871.12392,8428,R08228,lizard,1,13870957766
Scelotes limpopoensis,45802.95596,8429,R08229,lizard,1,45802698280
Scelotes mirus,85575.02135,8430,R08230,lizard,1,85578628790
Scelotes montispectus,1688.440262,8431,R08231,lizard,1,1688449447
Scelotes mossambicus,108849.9458,8432,R08232,lizard,1,1.08848E+11
Scelotes poensis,1940.184987,8433,R08233,lizard,1,1940184593
Scelotes sexlineatus,49531.87946,8434,R08235,lizard,1,49532149247
Scelotes uluguruensis,9424.407749,8435,R08236,lizard,1,9424522121
Scelotes vestigifer,5506.510048,8436,R08237,lizard,1,5506502751
Scincella apraefrontalis,10.391242,8437,R08238,lizard,1,10391241.64
Scincella assatus,120023.1622,8438,R08239,lizard,1,1.20031E+11
Scincella barbouri,19.992561,8439,R08240,lizard,1,19992561.34
Scincella boettgeri,798.671965,8440,R08241,lizard,1,798670019.2
Scincella capitanea,2133.641211,8441,R08242,lizard,1,2134100622
Scincella caudaequinae,19.992561,8442,R08243,lizard,1,19992561.35
Scincella cherriei,379473.2328,8443,R08244,lizard,1,3.79489E+11
Scincella darevskii,10.537012,8444,R08245,lizard,1,10537011.92
Scincella devorator,23.60339,8445,R08246,lizard,1,23603390.36
Scincella doriae,802571.9766,8446,R08247,lizard,1,8.026E+11
Scincella forbesora,18526.9277,8447,R08248,lizard,1,18854603737
Scincella formosensis,22170.79212,8448,R08249,lizard,1,22169745139
Scincella gemmingeri,109983.5432,8449,R08250,lizard,1,1.09983E+11
Scincella huanrenensis,11616.07081,8450,R08251,lizard,1,11616903181
Scincella incerta,15200.03216,8451,R08252,lizard,1,15200008835
Scincella inconspicua,9.996281,8452,R08253,lizard,1,9996280.673
Scincella kikaapoa,19.992561,8453,R08254,lizard,1,19992561.35
Scincella lateralis,2097969.285,8454,R08255,lizard,1,2.09797E+12
Scincella macrotis,1579.948253,8455,R08256,lizard,1,1579948258
Scincella melanosticta,630111.6672,8456,R08257,lizard,1,6.3011E+11
Scincella modesta,1280789.791,8457,R08258,lizard,1,1.28076E+12
Scincella monticola,1110226.225,8458,R08259,lizard,1,1.1103E+12
Scincella ochracea,52424.12549,8459,R08260,lizard,1,52423572132
Scincella potanini,314987.5848,8460,R08261,lizard,1,3.14987E+11
Scincella przewalskii,12019.74655,8461,R08262,lizard,1,12019051299
Scincella punctatolineata,5376.808256,8462,R08263,lizard,1,5376811820
Scincella rara,9.996281,8463,R08264,lizard,1,9996280.673
Scincella reevesii,2785147.519,8464,R08265,lizard,1,2.78524E+12
Scincella rufocaudatus,115804.0112,8465,R08266,lizard,1,1.15804E+11
Scincella rupicola,57291.49097,8466,R08267,lizard,1,57291489240
Scincella schmidti,9.996281,8467,R08268,lizard,1,9996280.673
Scincella silvicola,1697.061174,8468,R08269,lizard,1,1697061174
Scincella tsinlingensis,289900.1623,8469,R08270,lizard,1,2.89869E+11
Scincella vandenburghi,16824.54099,8470,R08271,lizard,1,16823903365
Scincella victoriana,8499.940829,8471,R08272,lizard,1,8499941131
Scincopus fasciatus,3837937.588,8472,R08273,lizard,1,3.83756E+12
Scincus albifasciatus,1978028.493,8473,R08274,lizard,1,1.97809E+12
Scincus hemprichii,35656.61696,8474,R08275,lizard,1,35667382225
Scincus mitranus,1469464.165,8475,R08276,lizard,1,1.46947E+12
Scincus scincus,10943242.53,8476,R08277,lizard,1,1.09428E+13
Scolecoseps acontias,7319.064376,8478,R08278,lizard,1,7319074025
Scolecoseps boulengeri,1936.061927,8479,R08279,lizard,1,1936062265
Scolecoseps litipoensis,19.992561,8480,R08280,lizard,1,19992561.35
Scriptosaura catimbau,125285.9117,8481,R05121,lizard,1,1.25286E+11
Sepsina alberti,40098.54689,8483,R08281,lizard,1,40101042686
Sepsina angolensis,1151687.592,8484,R08282,lizard,1,1.15169E+12
Sepsina bayoni,80005.502,8485,R08283,lizard,1,80005912018
Sepsina copei,66223.81726,8486,R08284,lizard,1,66224176543
Sepsina tetradactyla,431516.0717,8487,R08285,lizard,1,4.31511E+11
Sepsophis punctatus,175939.7959,8488,R08286,lizard,1,1.75968E+11
Shinisaurus crocodilurus,19079.41878,8489,R08588,lizard,1,19079601806
Sigaloseps deplanchei,4662.647868,8532,R08287,lizard,1,4662647579
Sigaloseps ruficauda,157.964272,8533,R08288,lizard,1,157964487.7
Silvascincus murrayi,78182.57626,8534,R08289,lizard,1,78183588357
Silvascincus tryoni,29761.69389,8535,R08290,lizard,1,29761840260
Simiscincus aurantiacus,1234.112888,8543,R08291,lizard,1,1234111259
Sirenoscincus mobydick,9.996281,8566,R08292,lizard,1,9996280.673
Sirenoscincus yamagishii,4470.929544,8567,R08293,lizard,1,4470972506
Sitana bahiri,1649.998437,8570,R00440,lizard,1,1649998255
Sitana deccanensis,23633.2715,8571,R00441,lizard,1,23813036178
Sitana devakai,12734.08496,8572,R00442,lizard,1,12734084494
Sitana fusca,9.996281,8573,R00443,lizard,1,9996280.664
Sitana ponticeriana,2628256.881,8574,R00444,lizard,1,2.6283E+12
Sitana schleichi,9.996281,8575,R00445,lizard,1,9996280.66
Sitana sivalensis,8695.041196,8576,R00446,lizard,1,8695412715
Smaug barbertonensis,10139.94542,8577,R01975,lizard,1,10140019832
Smaug breyeri,38472.10491,8578,R01976,lizard,1,38472331431
Smaug depressus,7008.358244,8579,R01977,lizard,1,7008351649
Smaug giganteus,121592.3204,8580,R01978,lizard,1,1.21593E+11
Smaug mossambicus,22775.16572,8581,R01979,lizard,1,22775146179
Smaug regius,28022.4777,8582,R01980,lizard,1,28022954111
Smaug vandami,45328.8838,8583,R01981,lizard,1,45329016409
Smaug warreni,6964.597842,8584,R01982,lizard,1,6964553643
Sphaerodactylus alphus,60.31532,8596,R08692,lizard,1,60315270.81
Sphaerodactylus altavelensis,24480.93879,8597,R08693,lizard,1,24480938919
Sphaerodactylus argivus,257.159038,8598,R08694,lizard,1,257159354.2
Sphaerodactylus argus,47652.33169,8599,R08695,lizard,1,47652343001
Sphaerodactylus ariasae,9.996281,8600,R08696,lizard,1,9996280.668
Sphaerodactylus armasi,1754.127513,8601,R08697,lizard,1,1754201079
Sphaerodactylus armstrongi,5026.284146,8602,R08698,lizard,1,5026283748
Sphaerodactylus asterulus,1094.299974,8603,R08699,lizard,1,1095278938
Sphaerodactylus beattyi,182.370966,8604,R08700,lizard,1,182370948.8
Sphaerodactylus becki,4.589554,8605,R08701,lizard,1,4589548.353
Sphaerodactylus bromeliarum,9.996281,8606,R08702,lizard,1,9996280.67
Sphaerodactylus caicosensis,481.302624,8607,R08703,lizard,1,481303381.1
Sphaerodactylus callocricus,2866.962566,8608,R08704,lizard,1,2866962423
Sphaerodactylus celicara,991.336118,8609,R08705,lizard,1,991336185.5
Sphaerodactylus cinereus,7187.587099,8610,R08706,lizard,1,7187588642
Sphaerodactylus clenchi,2067.707987,8611,R08707,lizard,1,2067709334
Sphaerodactylus cochranae,6.52299,8612,R08708,lizard,1,6523017.316
Sphaerodactylus continentalis,40937.82518,8613,R08709,lizard,1,40937828389
Sphaerodactylus copei,12213.55129,8614,R08710,lizard,1,12213552306
Sphaerodactylus corticola,1130.037335,8615,R08711,lizard,1,1130037490
Sphaerodactylus cricoderus,19.992561,8616,R08712,lizard,1,19992561.35
Sphaerodactylus cryphius,1046.573855,8617,R08713,lizard,1,1046573845
Sphaerodactylus dacnicolor,594.343168,8618,R08714,lizard,1,594343214.4
Sphaerodactylus darlingtoni,24809.37645,8619,R08715,lizard,1,24809377307
Sphaerodactylus difficilis,52347.33429,8620,R08716,lizard,1,52347344779
Sphaerodactylus dimorphicus,714.431833,8621,R08717,lizard,1,714432612.2
Sphaerodactylus docimus,29.988842,8622,R08718,lizard,1,29988842.02
Sphaerodactylus dunni,17828.33694,8623,R08719,lizard,1,17826904097
Sphaerodactylus elasmorhynchus,9.996281,8624,R08720,lizard,1,9996280.672
Sphaerodactylus elegans,97171.61618,8625,R08721,lizard,1,97171617663
Sphaerodactylus elegantulus,439.929399,8626,R08722,lizard,1,439929515.1
Sphaerodactylus epiurus,9.996281,8627,R08723,lizard,1,9996280.673
Sphaerodactylus exsul,1.852307,8628,R08724,lizard,1,1852309.536
Sphaerodactylus fantasticus,1824.203012,8629,R08725,lizard,1,1824202622
Sphaerodactylus gaigeae,3066.36143,8630,R08726,lizard,1,3066361568
Sphaerodactylus glaucus,295474.5418,8631,R08728,lizard,1,2.95476E+11
Sphaerodactylus goniorhynchus,9439.543028,8632,R08729,lizard,1,9439543279
Sphaerodactylus graptolaemus,4973.843767,8633,R08730,lizard,1,4973894419
Sphaerodactylus guanajae,4.297514,8634,R08731,lizard,1,4297503.615
Sphaerodactylus heliconiae,1077.614324,8635,R08732,lizard,1,1077604739
Sphaerodactylus homolepis,12906.87274,8636,R08733,lizard,1,12906613014
Sphaerodactylus inaguae,829.54742,8637,R08734,lizard,1,829546703.6
Sphaerodactylus intermedius,2153.697824,8638,R08735,lizard,1,2153680143
Sphaerodactylus kirbyi,5.163196,8639,R08736,lizard,1,5163190.118
Sphaerodactylus klauberi,6525.100886,8640,R08737,lizard,1,6525101570
Sphaerodactylus ladae,9.996281,8641,R08738,lizard,1,9996280.678
Sphaerodactylus lazelli,9.678486,8642,R08739,lizard,1,9678491.537
Sphaerodactylus leonardovaldesi,128.801046,8643,R08740,lizard,1,128800928.5
Sphaerodactylus leucaster,2692.885771,8644,R08741,lizard,1,2692885193
Sphaerodactylus levinsi,1.298493,8645,R08742,lizard,1,1298493.172
Sphaerodactylus lineolatus,128030.0499,8646,R08743,lizard,1,1.2803E+11
Sphaerodactylus macrolepis,9557.431243,8647,R08744,lizard,1,9557432942
Sphaerodactylus mariguanae,419.312983,8648,R08745,lizard,1,419314037.9
Sphaerodactylus microlepis,599.944978,8649,R08746,lizard,1,599945003.9
Sphaerodactylus micropithecus,9.996281,8650,R08747,lizard,1,9996280.673
Sphaerodactylus millepunctatus,259656.0146,8651,R08748,lizard,1,2.59652E+11
Sphaerodactylus molei,499501.5158,8652,R08749,lizard,1,4.99494E+11
Sphaerodactylus monensis,9.996281,8653,R08750,lizard,1,9996280.673
Sphaerodactylus nicholsi,6814.101476,8654,R08751,lizard,1,6814101637
Sphaerodactylus nigropunctatus,48102.98094,8655,R08752,lizard,1,48102989968
Sphaerodactylus notatus,131023.297,8656,R08753,lizard,1,1.31023E+11
Sphaerodactylus nycteropus,9.699008,8657,R08754,lizard,1,9699010.471
Sphaerodactylus ocoae,19.992561,8658,R08755,lizard,1,19992561.35
Sphaerodactylus oliveri,1041.737303,8659,R08756,lizard,1,1041736994
Sphaerodactylus omoglaux,706.793992,8660,R08757,lizard,1,706763415.1
Sphaerodactylus oxyrhinus,1806.602814,8661,R08758,lizard,1,1806602797
Sphaerodactylus pacificus,24.782458,8662,R08759,lizard,1,24782459.42
Sphaerodactylus parkeri,1871.94058,8663,R08760,lizard,1,1871938831
Sphaerodactylus parthenopion,15.60588,8664,R08761,lizard,1,15605855.86
Sphaerodactylus parvus,173.747648,8665,R08762,lizard,1,173747598.2
Sphaerodactylus perissodactylius,19.992561,8666,R08763,lizard,1,19992561.34
Sphaerodactylus phyzacinus,16.93976,8667,R08764,lizard,1,16939763.05
Sphaerodactylus pimienta,1466.370801,8668,R08765,lizard,1,1466365968
Sphaerodactylus plummeri,9.996281,8669,R08766,lizard,1,9996280.68
Sphaerodactylus poindexteri,6.059651,8670,R08767,lizard,1,6059644.636
Sphaerodactylus ramsdeni,1236.647936,8671,R08768,lizard,1,1236650813
Sphaerodactylus randi,974.016254,8672,R08769,lizard,1,974015775
Sphaerodactylus rhabdotus,2273.318047,8673,R08770,lizard,1,2273613824
Sphaerodactylus richardi,3521.138311,8674,R08771,lizard,1,3521150037
Sphaerodactylus richardsonii,1686.409352,8675,R08772,lizard,1,1686410263
Sphaerodactylus roosevelti,826.004848,8676,R08773,lizard,1,826004471.4
Sphaerodactylus rosaurae,247.644857,8677,R08774,lizard,1,247644519.8
Sphaerodactylus ruibali,702.662473,8678,R08775,lizard,1,702683961.6
Sphaerodactylus sabanus,306.856792,8679,R08776,lizard,1,306856448.8
Sphaerodactylus samanensis,19.992561,8680,R08777,lizard,1,19992561.35
Sphaerodactylus savagei,3635.18908,8681,R08778,lizard,1,3635187891
Sphaerodactylus scaber,14373.91064,8682,R08779,lizard,1,14373832218
Sphaerodactylus scapularis,27809.71443,8683,R08780,lizard,1,27809720716
Sphaerodactylus schuberti,9.996281,8684,R08781,lizard,1,9996280.675
Sphaerodactylus schwartzi,19.992561,8685,R08782,lizard,1,19992561.35
Sphaerodactylus semasiops,1354.844083,8686,R08783,lizard,1,1354844150
Sphaerodactylus shrevei,17.738476,8687,R08784,lizard,1,17738491.69
Sphaerodactylus siboney,260.691733,8688,R08785,lizard,1,260691801.2
Sphaerodactylus sommeri,19.992561,8689,R08786,lizard,1,19992561.34
Sphaerodactylus sputator,444.120246,8690,R08787,lizard,1,444120033.4
Sphaerodactylus storeyae,1066.235931,8691,R08788,lizard,1,1066240358
Sphaerodactylus streptophorus,7587.386162,8692,R08789,lizard,1,7587402411
Sphaerodactylus thompsoni,1681.771848,8693,R08790,lizard,1,1681817162
Sphaerodactylus torrei,1723.223259,8694,R08791,lizard,1,1723226617
Sphaerodactylus townsendi,2731.185752,8695,R08792,lizard,1,2731185946
Sphaerodactylus underwoodi,39.611786,8696,R08793,lizard,1,39611733.68
Sphaerodactylus vincenti,2876.612909,8697,R08794,lizard,1,2876612507
Sphaerodactylus williamsi,50.666366,8698,R08795,lizard,1,50666536.47
Sphaerodactylus zygaena,1616.746375,8699,R08796,lizard,1,1616855815
Sphenomorphus acutus,118240.5857,8701,R08294,lizard,1,1.18241E+11
Sphenomorphus aignanus,29897.7158,8702,R08295,lizard,1,29901102360
Sphenomorphus alfredi,19.992561,8703,R08296,lizard,1,19992561.35
Sphenomorphus annectens,9.996281,8704,R08297,lizard,1,9996280.673
Sphenomorphus anomalopus,16499.93571,8705,R08298,lizard,1,16500120667
Sphenomorphus anotus,2671.282967,8706,R08299,lizard,1,2671270600
Sphenomorphus apalpebratus,11115.20394,8707,R08300,lizard,1,11115330217
Sphenomorphus aruensis,101306.9475,8708,R08301,lizard,1,1.01307E+11
Sphenomorphus bacboensis,9.996281,8709,R08302,lizard,1,9996280.673
Sphenomorphus bignelli,13068.06806,8710,R08303,lizard,1,13068066986
Sphenomorphus brunneus,7956.94811,8711,R08304,lizard,1,7957211867
Sphenomorphus buenloicus,17530.23686,8712,R08305,lizard,1,17528574727
Sphenomorphus buettikoferi,9.996281,8713,R08306,lizard,1,9996280.673
Sphenomorphus bukitensis,2244.341742,8714,R08307,lizard,1,2244390905
Sphenomorphus butleri,2343.410663,8715,R08308,lizard,1,2343410915
Sphenomorphus cameronicus,9.996281,8716,R08309,lizard,1,9996280.672
Sphenomorphus capitolythos,9.946282,8717,R08310,lizard,1,9946281.988
Sphenomorphus celebense,10.740406,8718,R08311,lizard,1,10740407.79
Sphenomorphus cinereus,29939.20099,8719,R08312,lizard,1,29939949252
Sphenomorphus concinnatus,33408.22477,8720,R08313,lizard,1,33408222815
Sphenomorphus consobrinus,6739.453315,8721,R08314,lizard,1,6739432363
Sphenomorphus cophias,19.992561,8722,R08315,lizard,1,19992561.35
Sphenomorphus courcyanum,201857.8091,8723,R08316,lizard,1,2.01862E+11
Sphenomorphus cranei,28725.6861,8724,R08317,lizard,1,28725684530
Sphenomorphus crassus,9.996281,8725,R08318,lizard,1,9996280.673
Sphenomorphus cryptotis,77405.25698,8726,R08319,lizard,1,77327306805
Sphenomorphus cyanolaemus,223482.372,8727,R08320,lizard,1,2.23482E+11
Sphenomorphus darlingtoni,35876.40394,8728,R08321,lizard,1,35876408483
Sphenomorphus derooyae,92554.48583,8729,R08322,lizard,1,92554013215
Sphenomorphus diwata,24.895332,8730,R08323,lizard,1,24895344.14
Sphenomorphus dussumieri,119742.8029,8731,R08324,lizard,1,1.19743E+11
Sphenomorphus fasciatus,118957.1032,8732,R08325,lizard,1,1.18957E+11
Sphenomorphus forbesi,292.137024,8733,R08326,lizard,1,292134866
Sphenomorphus fragilis,5816.90778,8734,R08327,lizard,1,5816890857
